Class,F1 Score
Class 0 F1,0.1308139534883721
Class 1 F1,0.08433734939759036
Class 2 F1,0.11272727272727273
Class 3 F1,0.1098546042003231
Class 4 F1,0.15851602023608768
Class 5 F1,0.1054421768707483
Class 6 F1,0.1161524500907441
Class 7 F1,0.0851063829787234
Class 8 F1,0.09971509971509972
