Class,F1 Score
Class 0 F1,0.10218978102189781
Class 1 F1,0.11290322580645161
Class 2 F1,0.15812917594654788
Class 3 F1,0.08425720620842572
Class 4 F1,0.11374407582938388
Class 5 F1,0.11524163568773234
Class 6 F1,0.09069212410501193
Class 7 F1,0.09578544061302682
Class 8 F1,0.1219195849546044
