Class,F1 Score
Class 0 F1,0.14802631578947367
Class 1 F1,0.15332197614991483
Class 2 F1,0.13143872113676733
Class 3 F1,0.10367892976588629
Class 4 F1,0.17482517482517482
Class 5 F1,0.11205432937181664
Class 6 F1,0.10244988864142539
Class 7 F1,0.10606060606060606
Class 8 F1,0.12580645161290321
