Class,F1 Score
Class 0 F1,0.11146295123495883
Class 1 F1,0.11177347242921014
Class 2 F1,0.14142295940637276
Class 3 F1,0.0647693817468106
Class 4 F1,0.10675675675675676
Class 5 F1,0.09448818897637795
Class 6 F1,0.038331454340473504
Class 7 F1,0.08548387096774193
Class 8 F1,0.14903595622720167
