Class,F1 Score
Class 0 F1,0.13529411764705881
Class 1 F1,0.0975609756097561
Class 2 F1,0.13657407407407407
Class 3 F1,0.08035714285714286
Class 4 F1,0.10059171597633136
Class 5 F1,0.0970873786407767
Class 6 F1,0.09109730848861283
Class 7 F1,0.08658008658008658
Class 8 F1,0.12607449856733524
