Class,F1 Score
Class 0 F1,0.14308943089430895
Class 1 F1,0.10356892932120364
Class 2 F1,0.11779141104294479
Class 3 F1,0.07801418439716312
Class 4 F1,0.08216926869350863
Class 5 F1,0.10237923576063446
Class 6 F1,0.0614406779661017
Class 7 F1,0.11389830508474576
Class 8 F1,0.15531205335874226
