Class,F1 Score
Class 0 F1,0.11976047904191617
Class 1 F1,0.1278538812785388
Class 2 F1,0.11515552614162806
Class 3 F1,0.11406844106463879
Class 4 F1,0.10533515731874145
Class 5 F1,0.1323430114787306
Class 6 F1,0.08058608058608059
Class 7 F1,0.10008071025020178
Class 8 F1,0.11009174311926606
