Class,F1 Score
Class 0 F1,0.12719891745602166
Class 1 F1,0.14626865671641792
Class 2 F1,0.04701627486437613
Class 3 F1,0.10344827586206896
Class 4 F1,0.0759493670886076
Class 5 F1,0.0907563025210084
Class 6 F1,0.06220095693779904
Class 7 F1,0.10600706713780919
Class 8 F1,0.11475409836065574
