Class,F1 Score
Class 0 F1,0.07782101167315175
Class 1 F1,0.13536895674300253
Class 2 F1,0.10923276983094929
Class 3 F1,0.07263064658990256
Class 4 F1,0.1289940828402367
Class 5 F1,0.11413043478260869
Class 6 F1,0.10526315789473684
Class 7 F1,0.09037656903765691
Class 8 F1,0.11914893617021277
